MSA,State,Lat,Long,NumAirline,GDP,Tech_Hub,AvgStateTax,AvgPropTaxPerCap,LandArea,PopDensity,Age2534,MedianIncome,PercentBach,PovertyRate,HealthCareIndex,CrimeIndex,PurchasingPower,CPIIndex,PollutionIndex,TrafficIndex,QualityofLifeIndex,RentIndex,PropPricetoIncomeRatio,CO2Index,NumTechConf,TotEnrollment,AvgSchoolRep,AvgTuition,Electricity,NatGas,CorpTaxMin,CorpTaxMax,CostLivingComposit,WCIndex,TaxableWageBase,SingEmpCost,FamilyEmpCost,GDP5Year,Poplutation,MaleFemaleRatio,Under5,Bet5and9,Bet10and14,Bet15and19,Bet20and24,Bet25and34,Bet35and44,Bet45and54,Bet55and59,Bet60and64,Bet65and74,Bet75and84,AtorOver85,MedianAge,Labor,LaborForceAnnGrowth,GDPperCap,CBRE_TechScore,CBRE_Tech_Talent,CBRE_change_12_17,CBRE_Volume_12_17,CBRE_Concentration_17,CBRE_17_Tech_Degrees,CBRE_Growth_12_17,CBRE_Brain,CBRE_AvgRent_75K,CBRE_AskingRentPerSF,CBRE_Vacancy_Rate,CBRE_Avg_monthly_Apartment_Rent,CBRE_Costofliving,CBRE_AvgAnn_TechWage,CBRE_Rent_to_Tech_WageRatio,CBRE_MILLENNIAL_Pop,CBRE_WageRelativetoUSAvg,CBRE_TalentWage_5Yr_Growth,CBRE_Office_Vacancy_Rate_13,CBRE_Apartment_Rent,RevPerCap0,RevPerCap11,RevPerCap21,RevPerCap22,RevPerCap23,RevPerCap31_33,RevPerCap42,RevPerCap44_45,RevPerCap48_49,RevPerCap51,RevPerCap52,RevPerCap53,RevPerCap54,RevPerCap56,RevPerCap61,RevPerCap62,RevPerCap71,RevPerCap72,RevPerCap81,RevPerCap55,RevPerCap99,PerofRev0,PerofRev11,PerofRev21,PerofRev22,PerofRev23,PerofRev31_33,PerofRev42,PerofRev44_45,PerofRev48_49,PerofRev51,PerofRev52,PerofRev53,PerofRev54,PerofRev56,PerofRev61,PerofRev62,PerofRev71,PerofRev72,PerofRev81,PerofRev55,PerofRev99,Patents,VCInvPer,VCFirms,Amazon,TopGrad,numairport,asai,densityscore,landusescore,activityscore,streetscore
"Baton Rouge, LA",LA,30.4582829,-91.1403196,8,45015,0,0.05,869,4118,202.5641088,0.216,54219,0.232,0.163,68.8,64.7,,,22.61,152.74,,30.81,2.86,8179.5,0,26118,2.5,15543.25,7.75,,0.04,0.08,94.9,2.11,7700,4086,11513,1.013363721,828741,96,54679,55426,54335,58376,72617,119834,103348,104361,53434,46510,64760,30201,10860,34.9,420516,-0.0026,0.054317332,,,,,,,,,,,,,,,,,,,,,185.328158,0.109562577,1.205558793,2.044176649,12.19325217,108.3086586,15.69837742,13.64722392,3.18669524,1.886723355,8.142026278,2.31799561,4.182132898,2.005001563,0.47669658,5.550174301,0.548945931,1.988945883,1.33333092,0.502679365,,1,0.000591181,0.006504995,0.011030038,0.065792766,0.584415556,0.084705841,0.073638157,0.017194879,0.010180446,0.043933023,0.01250752,0.022566095,0.010818656,0.002572176,0.02994782,0.002962021,0.010732022,0.007194432,0.002712374,,82,0,0,0,1,1,39.47,91.27,72.03,69.74,80.4
"Battle Creek, MI",MI,42.3211522,-85.1797142,0,5354,0,0.06,1382,654,205.088685,0.201,43907,0.163,0.17,,,,,,,,,,,0,0,0,0,11.39,6.97,0.06,0.06,,1.57,9500,4167,13674,1.028492302,134327,95.6,8344,8668,8771,8851,8845,16027,15977,17986,9631,8983,12522,6729,2993,39.9,62973,0.0083,0.039857959,,,,,,,,,,,,,,,,,,,,,79.31602731,0,0,0,1.212012477,39.54135058,9.703306111,12.9193833,1.594772458,0,1.388350816,0.606192352,1.290589383,1.774803279,0.467121279,6.315885861,0.380109732,1.49260387,0.62954581,0,,1,0,0,0,0.015280802,0.498529136,0.122337268,0.162884902,0.02010656,0,0.017504039,0.007642747,0.016271483,0.022376351,0.005889368,0.079629377,0.004792345,0.01881844,0.007937183,,,27,0,0,0,0,,,,,,
"Bay City, MI",MI,43.5944677,-83.8888647,0,2851,0,0.06,1382,582,179.104811,0.188,44229,0.144,0.159,,,,,,,,,,,0,0,0,0,11.39,6.97,0.06,0.06,,1.57,9500,4167,13674,1.008698936,105350,97,5238,6053,6595,6259,6434,12515,12140,14433,8383,7543,11054,6280,2423,42.9,50295,0.0053,0.027062174,,,,,,,,,,,,,,,,,,,,,68.57690555,0,0.285524442,0,1.680151875,20.94536308,20.30712862,11.64061699,0.66192691,0.921290935,1.258471761,0.728628382,1.156345515,0,0.099591837,8.348552444,0,0,0.543312767,0,,1,0,0.004163566,0,0.024500258,0.305428816,0.296121974,0.16974544,0.00965233,0.01343442,0.018351247,0.010624982,0.016862025,0,0.001452265,0.121739999,0,0,0.007922678,,,22,0,0,0,0,,,,,,
"Beaumont Port Arthur, TX",TX,30.080174,-94.1265562,2,20143,0,0.0625,1731,2332,176.859777,0.206,49362,0.152,0.196,63.89,61.27,,,88.79,105.73,,25.73,1.88,5320,0,9326,0,13223.5,8.55,,,,,1.45,9000,4251,11869,1.014267506,408663,102.4,27553,27787,26290,27009,27817,56536,50955,53469,27865,24447,33439,18407,7089,36.9,172072,0.0097,0.049290002,,,,,,,,,,,,,,,,,,,,,318.8885757,0.140171731,0,0.921580862,12.46655557,265.3564649,8.747701651,12.79543291,2.299236779,0.920406301,2.062129432,1.267694898,2.391513301,1.302980696,0.126950568,5.152166944,0.198075187,1.263468922,1.298686204,0.177358851,,1,0.000439563,0,0.002889978,0.039093767,0.832129104,0.027431844,0.04012509,0.007210157,0.002886294,0.006466614,0.003975354,0.007499526,0.004086006,0.000398103,0.016156637,0.000621142,0.003962102,0.004072539,0.000556178,,34,0,0,0,1,1,12.66,85.37,88.45,112.62,113.76
"Bellingham, WA",WA,48.74908,-122.4781473,10,9276,0,0.065,1409,2497,88.6680016,0.209,52182,0.268,0.144,52.43,31.01,107.96,76.48,15.99,83.08,196.11,33.94,4.66,3125.5,0,0,0,0,7.94,,0.065,0.065,113.7,1.97,47300,5010,13273,1.034136084,212738,98.2,11682,11552,11946,14715,23516,27612,24787,25748,13827,13422,20826,9121,3984,36.9,113986,0.0346,0.043602929,,,,,,,,,,,,,,,,,,,,,175.8469667,0.450196956,0,0.425462306,6.902847634,68.08741739,60.99913509,13.98930609,2.332921246,2.174063872,6.827557841,1.688941327,2.768692006,0.799405842,0.31529393,4.927840818,0.433946921,2.014900958,0.709036467,0,,1,0.002560163,0,0.002419503,0.039254858,0.387196997,0.346887616,0.079553866,0.01326677,0.012363386,0.038826702,0.009604609,0.015744895,0.004546031,0.001793002,0.028023462,0.002467753,0.011458264,0.004032122,,,56,0,0,0,0,1,7.7,85.29,92.75,113.43,96.89
"Bend Redmond, OR",OR,44.0581728,-121.3153096,8,8780,0,0,1404,2945,63.45500849,0.182,57071,0.246,0.148,62.04,13.31,,,3.45,111.99,,36.95,4.63,5776,0,0,0,0,8.98,8.88,0.066,0.076,,1.28,39300,4645,12927,1.096209353,175321,97.7,9240,10295,11036,9966,8940,21974,23015,22707,12777,12934,20769,8440,3228,42.1,96165,-0.0071,0.050079568,,,,,,,,,,,,,,,,,,,,,56.80085101,0.426982506,0,0.864288933,3.458216643,5.003348144,6.414074754,14.10867494,2.030720792,3.104214555,3.966912121,1.784811859,2.387529161,1.232966958,0.323167219,7.295834498,0.670022416,3.066808882,0.662276624,0,,1,0.007517185,0,0.015216126,0.060883184,0.088085795,0.112922159,0.248388443,0.035751591,0.054650846,0.069838956,0.031422273,0.042033334,0.02170684,0.005689478,0.128445866,0.011795993,0.053992305,0.011659625,,,67,0,1,0,0,1,11.57,,,,
"Billings, MT",MT,45.7832856,-108.5006904,12,8563,0,0,1509,4640,36.74525862,0.188,54538,0.263,0.129,61.11,40.59,113.35,71.33,51.72,88.77,165.52,28.85,3.41,3990,0,0,0,0,9.02,7.42,0.0675,0.0675,,2.1,32000,4772,12265,1.021557807,167545,97,10526,11387,10759,9726,10156,22500,20514,21504,11844,11449,15572,7891,3717,39,86446,0.0006,0.051108657,,,,,,,,,,,,,,,,,,,,,135.947823,0.097866245,0.950431227,1.820513892,7.017744487,43.43255842,28.94781104,18.75902593,3.529708437,2.391870841,5.629896446,1.90129219,4.590951685,2.69464323,0.222393984,8.376883822,0.971953803,3.020609389,1.321513623,0.270154287,,1,0.000719881,0.006991147,0.013391269,0.051620867,0.319479617,0.212933245,0.137986954,0.0259637,0.017594036,0.041412185,0.013985455,0.033769954,0.019821158,0.001635877,0.061618374,0.007149462,0.022218888,0.009720741,0.001987191,,13,0,0,0,0,1,13.26,,,,
"Binghamton, NY",NY,42.0986867,-75.9179738,4,8524,0,0.04,2697,1153,210.0754553,0.203,48313,0.231,0.152,82.87,49.41,148.16,67.54,49.43,97.42,,20.78,,3325,0,13632,2.3,13243,14.78,6.79,0.065,0.065,,2.83,11100,4865,14696,1.012859146,245446,96.8,12835,13181,14136,18538,22182,27185,25493,32813,18748,16102,23338,14092,6803,40.5,108886,0.0079,0.034728616,,,,,,,,,,,,,,,,,,,,,69.47701735,0.01135484,0.286788133,0,4.723454446,10.54349225,16.49207565,12.17123929,1.084535906,1.593499181,5.919603497,1.206843868,4.18997254,2.073714789,0.141399738,5.800815658,0.54068512,1.620947174,0.678361024,0.398234235,,1,0.000163433,0.004127813,0,0.067985855,0.151755108,0.237374549,0.175183676,0.015609995,0.02293563,0.085202326,0.017370404,0.060307317,0.029847493,0.002035202,0.083492583,0.007782215,0.023330696,0.009763819,0.005731884,,109,0,0,0,1,1,20.39,89.7,88.92,102.07,69.84
"Birmingham Hoover, AL",AL,33.5206608,-86.80249,36,55927,0,0.04,540,5087,226.028504,0.194,55863,0.246,0.169,69.82,61.82,105.2,71.4,30.82,118.5,174.82,33.59,2.71,5368.36,0,12369,2.2,13755,9.89,12.2,0.065,0.065,,1.85,8000,3825,11412,1.023106885,1144097,93,72093,73921,74617,72635,72044,155571,148640,153385,78289,72304,99983,51360,19255,38.4,546447,0.0085,0.048883093,,,,,,,,,,,,,,,,,,,,,105.3802982,0.111683712,1.029295593,0,6.912525774,12.55988172,29.77581184,13.41469036,2.843084109,4.861116671,15.08591404,2.232669083,3.992289989,2.36365448,0.448986406,5.75866819,0.310910701,1.871442719,1.119909413,0.687763363,,1,0.001059816,0.009767439,0,0.065595997,0.119186242,0.282555775,0.127297897,0.026979276,0.046129274,0.143156874,0.021186779,0.037884596,0.022429757,0.004260629,0.054646535,0.002950368,0.017758943,0.010627313,0.006526489,,112,0,0,1,1,1,64.73,86.67,67.88,99.52,105.21
"Bismarck, ND",ND,46.8083268,-100.7837392,6,6921,0,0.05,1222,3507,37.67949815,0.193,57615,0.269,0.096,75,34.56,,,33.26,46.69,,26.38,3.71,1330,0,25791,3.9,16981.75,9.26,5.99,0.0141,0.0431,,0.89,35500,4360,12268,1.044715164,128673,101.4,8781,8945,7639,7604,8512,19389,15710,16169,9542,7447,10295,5328,3312,36.9,67298,0.0042,0.053787508,,,,,,,,,,,,,,,,,,,,,112.0833275,0,0,0,8.646538124,24.12545756,19.76008176,20.36609079,5.608814592,2.022055909,11.07008463,1.614845383,3.884606716,1.479681052,0.637289874,9.550193125,0.33507418,2.067209127,0.915304687,0,,1,0,0,0,0.077143839,0.215245729,0.176298136,0.181704909,0.050041471,0.018040648,0.098766559,0.014407543,0.034658203,0.013201616,0.005685858,0.085206188,0.00298951,0.018443502,0.008166288,,,4,0,0,0,0,1,11.85,,,,
"Blacksburg Christiansburg Radford, VA",VA,37.2295733,-80.4139393,0,6134,0,0.053,1520,1035,176.8048309,0.242,43931,0.309,0.19,66.67,,,,27.59,34.47,,23.59,1.6,280,0,0,0,0,9.28,,0.06,0.06,,1.24,8000,4164,12088,1.028685926,181863,102.9,8108,7898,8775,19909,25519,22786,19588,21575,9972,10912,15780,7956,3085,34,92134,0.0118,0.033728686,,,,,,,,,,,,,,,,,,,,,70.63276752,0.054585045,0,0,1.82097513,32.99075678,8.889719184,11.93817874,0.611443779,2.423450619,1.147259201,2.207469359,1.760479042,0.536403776,0.22669262,3.853433629,0.222997531,1.311762151,0.63716094,0,,1,0.000772801,0,0,0.025780883,0.46707439,0.125858288,0.16901757,0.008656659,0.034310571,0.016242592,0.031252766,0.024924396,0.007594262,0.003209454,0.054555892,0.00315714,0.018571581,0.009020756,,,84,0,0,0,1,,,,,,
"Bloomington, IL",IL,40.4842027,-88.9936873,12,10924,0,0.0625,2087,1087,173.1665133,0.224,61990,0.403,0.117,82.41,57.35,146.65,68.39,17.24,88.36,206.8,23.19,2.35,3990,0,0,0,0,9.33,7.8,0.095,0.095,,2.23,12960,4523,13425,1.028574543,189407,95.3,11468,11952,11237,15944,22857,24659,22871,23165,11532,10327,13281,6694,3420,33.5,98956,0.0071,0.057674743,,,,,,,,,,,,,,,,,,,,,101.1937574,0.19851431,0,0,1.138833306,9.011667995,58.53572466,12.49348229,1.516585976,1.491766408,0,1.374901667,2.068899249,2.12108845,0.594597877,6.216269726,0.314988358,2.902664632,1.075519912,0.138252546,,1,0.001961725,0,0,0.011253988,0.089053596,0.578451934,0.123460998,0.014986952,0.014741684,0,0.013586823,0.02044493,0.020960665,0.005875836,0.06142938,0.003112725,0.028684226,0.010628323,0.001366216,,74,0,0,0,0,1,26.09,,,,
"Bloomington, IN",IN,39.165325,-86.5263857,0,6355,0,0.07,975,1252,134.0455272,0.23,43097,0.34,0.214,,,,,,,,,,,0,0,0,0,9.61,7.56,0.06,0.06,96.4,1.05,9500,4965,13821,1.031194463,165393,99.8,7552,7649,7521,17152,28720,23137,17009,17735,9730,8367,12171,6118,2532,30.5,77925,0.0157,0.038423633,,,,,,,,,,,,,,,,,,,,,54.76768666,0,0,0,2.942180141,10.09039077,10.08990102,11.24423645,0.399188599,1.9537163,2.028544134,1.849455539,2.038653389,1.498654719,0.210728386,6.577545604,0.266764615,2.087234647,1.490492342,0,,1,0,0,0,0.053721096,0.184239857,0.184230915,0.205307858,0.007288761,0.035672792,0.037039069,0.033769101,0.037223653,0.027363849,0.003847677,0.120099022,0.00487084,0.038110696,0.027214813,,,129,0,0,0,0,,,,,,
"Boise City, ID",ID,43.6187102,-116.2146068,21,29425,0,0.06,964,11530,61.5650477,0.201,54659,0.25,0.158,80.83,33.18,119.49,58.92,31.93,103.65,194.08,30.67,3.46,4775.33,0,20209,2.2,11155,8.3,6.59,0.074,0.074,,1.79,38200,4044,12328,1.052268589,677346,99.8,44734,50021,52272,48165,42464,93052,91059,86231,41745,37483,55536,24447,10137,35.8,353907,-0.0035,0.043441609,,,,,,,,,,,,,,,,,,,,,81.56998934,0.116622819,0.106543775,0,5.0561146,10.95432763,18.49498041,11.90261255,1.547151677,10.84687147,7.556778958,1.56366318,3.107403011,1.445330747,0.353892988,5.308790485,0.301767487,1.489811706,0.679163972,0.738161885,,1,0.001429727,0.001306164,0,0.061984985,0.134293601,0.226737561,0.145919016,0.018967168,0.132976252,0.092641657,0.019169589,0.03809493,0.017718903,0.004338519,0.065082643,0.003699492,0.018264214,0.00832615,0.00904943,,722,0,0,0,1,1,29.6,95.8,110.45,75.15,91.88
"Boston Cambridge Newton, MA NH",NH,42.3584308,-71.0597732,212,379499,0,0,3054,4128,1171.640262,0.189,77567,0.368,0.107,75.61,75.34,117.57,83.77,25.07,198.1,178.83,132.64,8.66,7273.69,11,42651,3.675,100210,16.16,11.71,0.082,0.082,,1.96,14000,4834,13918,1.043015511,4771936,94.4,258495,261410,277549,317699,342847,703958,601263,686464,333380,287000,395886,205173,100812,38.7,2821460,0.0039,0.079527261,58.14,113960,-0.04,-4760,0.062,33700,-0.04,-38460,2836500,37.82,0.136,2179,119,103746,0.252,-0.006,1.1,0.06,0.136,2179,144.0769782,0.045390592,0.024057322,1.754542182,6.014104548,12.84828003,32.88893397,14.38526397,2.105334816,8.195398681,25.33957077,3.113736228,13.35904337,3.174092444,3.176923999,10.85913265,0.969919337,2.853635506,1.253696822,1.706632486,0.009288473,1,0.000315044,0.000166975,0.012177811,0.041742301,0.089176496,0.228273347,0.099844293,0.014612569,0.056882083,0.175875224,0.021611615,0.092721568,0.022030532,0.022050185,0.075370353,0.006731952,0.019806325,0.008701576,0.011845282,6.45E-05,5949,0.0979,32,1,1,8,372.92,,,,
"Boulder, CO",CO,40.0149856,-105.2705456,0,22601,0,0.029,1382,700,460.7342857,0.2,69581,0.522,0.136,80.56,16.62,126.49,64.22,14.14,42.75,215.19,53.96,6.85,478.8,1,27846,3.5,17418,9.94,7.16,0.0463,0.0884,,1.56,12600,4506,12637,1.041214942,316782,100.9,15337,18266,18417,25483,33522,42508,40656,42411,20757,19456,24412,10707,4850,36.2,195698,0.0088,0.071345594,,,,,,,,,,,,,,,,,,,,,107.4361422,0.047171241,0.172547683,0.541444905,3.09443087,17.04629998,28.96216957,14.77433693,0.418502314,4.758752076,3.167664198,3.042897008,17.21355064,2.738694118,0.610659697,6.099001837,0.646820211,2.52925987,0.955385723,0.61655334,,1,0.000439063,0.001606049,0.005039691,0.028802513,0.158664483,0.269575666,0.137517381,0.003895359,0.044293773,0.029484158,0.028322843,0.160221228,0.025491367,0.005683932,0.056768623,0.006020509,0.023541983,0.008892591,0.005738789,,831,0.0054,1,0,1,,,106.89,115.32,100.09,118.95
"Bowling Green, KY",KY,36.9685219,-86.4808043,0,6283,0,0.06,781,819,213.4737485,0.218,48983,0.248,0.203,29.63,45.59,,,27.59,139.91,,21.74,2.81,7980,0,0,0,0,8.44,9.2,0.04,0.06,92.8,1.52,10200,4042,11941,1.040666143,169250,96.9,10438,10146,11112,14089,16896,21959,20587,21118,10464,9378,13891,6930,2242,35,84043,-0.0017,0.0371226,,,,,,,,,,,,,,,,,,,,,85.45191137,0.044254062,0.300661743,0.921872969,4.283019202,30.15734712,20.00059084,10.70614476,2.701116691,0.900236337,3.453701625,1.214995569,1.106735598,0.763190547,0.093276219,5.563491876,0.372691285,2.126026588,0.742558346,0,,1,0.000517883,0.003518491,0.010788208,0.050121982,0.352916004,0.234056682,0.125288535,0.031609787,0.010535005,0.040416903,0.014218472,0.01295156,0.008931229,0.001091564,0.065106699,0.004361415,0.024879801,0.00868978,,,10,0,0,0,0,,,,,,
"Bremerton Silverdale, WA",WA,47.5673202,-122.6329356,0,9867,0,0.065,1409,533,499.8386492,0.197,66413,0.252,0.113,,,,,,,,,,,0,0,0,0,7.94,,0.065,0.065,,1.97,47300,5010,13273,1.039691352,258903,104.2,14923,14720,15109,15087,20878,35807,29297,33924,19725,17093,26681,11227,4432,39.1,123363,0.0236,0.038110798,,,,,,,,,,,,,,,,,,,,,33.92834768,0.086449365,0,0,2.086430053,1.162354241,1.703217035,10.29933991,0.435688269,0.954701182,1.766194289,1.385468689,3.985770733,2.115970074,0.241576961,5.170125491,0.340285744,1.744676578,0.450099072,0,,1,0.002547998,0,0,0.061495186,0.034259088,0.050200412,0.303561494,0.012841423,0.028138747,0.052056596,0.040835136,0.117476123,0.062365845,0.00712021,0.152383651,0.010029541,0.051422386,0.013266165,,,907,0,0,0,0,,,90.48,87.55,112.87,86.2
"Bridgeport Stamford Norwalk, CT",CT,41.1865478,-73.1951767,0,82721,0,0.0635,2847,764,1243.352094,0.183,98353,0.39,0.093,,,,,,,,,,,0,2941,0,32250,17.62,9.3,0.0825,0.0463,,2.74,15000,4500,13341,1.016826624,947328,94.9,53055,60951,64825,67274,58822,108665,120922,146731,68749,56408,76555,42268,22103,40.2,466140,0.0013,0.087320337,,,,,,,,,,,,,,,,,,,,,316.8152256,0.023973745,0.024276702,5.915300719,6.005037326,14.98877369,173.480313,15.5379309,2.231520656,6.471566342,51.46535202,4.736808159,12.02873239,5.478106844,1.347873176,9.221098711,1.708081045,2.647878032,1.220411515,2.276922038,0.005268503,1,7.57E-05,7.66E-05,0.018671138,0.018954384,0.047310774,0.547575682,0.049044142,0.007043603,0.020426942,0.162445955,0.014951327,0.037967659,0.017291173,0.004254446,0.029105605,0.005391411,0.008357799,0.003852124,0.007186909,1.66E-05,636,0,2,1,1,,,110.63,132.86,118.02,100.81
"Brownsville Harlingen, TX",TX,25.9017472,-97.4974838,10,8777,0,0.0625,1731,1259,336.5567911,0.216,35843,0.142,0.358,,,,,,,,,,,0,0,0,0,8.55,,,,,1.45,9000,4251,11869,1.021951288,420201,94,36194,35574,37701,35989,31496,50997,52423,46751,21684,18762,29296,17394,5940,31.4,164994,-0.0039,0.020887623,,,,,,,,,,,,,,,,,,,,,38.10658709,0.135309054,0.008869565,0.465891323,1.522514225,3.722142498,5.681569059,9.558397053,2.232890926,2.136089633,1.265332543,0.80109519,0.674089305,1.301041644,0.197436465,6.202752968,0.179749691,1.529111068,0.492304873,0,,1,0.003550805,0.000232757,0.012226005,0.039954096,0.097677141,0.14909677,0.250833197,0.05859593,0.056055653,0.033205087,0.021022486,0.017689574,0.034142172,0.005181164,0.162773773,0.004717024,0.040127211,0.012919154,,,13,0,0,0,0,2,27.98,90.92,77.74,51.43,105.96
"Brunswick, GA",GA,31.1499528,-81.4914894,3,3422,0,0.04,1125,1556,75.91195373,0.194,54077,0.177,0.195,58.33,,,,18.05,,,23.2,2.65,,0,0,0,0,9.75,8.76,0.06,0.06,,1.8,9500,4155,12746,1.033374319,115939,91.3,6764,7198,7576,6846,7013,13691,13448,15620,8837,7744,12878,6165,2159,41.9,52896,-0.0066,0.029515521,,,,,,,,,,,,,,,,,,,,,43.94478131,0,0,0,1.810555551,8.665039374,3.802991228,13.51425318,1.315433116,0.817196974,1.208946084,1.141186313,1.405696099,1.455144516,0.135579917,5.234235244,0.24154081,3.196982896,0,0,,1,0,0,0,0.041200695,0.197180168,0.086540224,0.307528056,0.029933773,0.018595996,0.027510572,0.025968642,0.031987782,0.033113022,0.003085234,0.119109371,0.005496462,0.072750001,0,,,5,0,0,0,0,1,14.54,,,,
"Buffalo Cheektowaga Niagara Falls, NY",NY,42.8864468,-78.8783689,41,50980,0,0.04,2697,2215,513.2532731,0.195,51244,0.241,0.143,71.49,43.82,109.04,71.97,23.83,111.61,186.16,28.27,1.73,5386.5,0,20411,2.8,13895,14.78,6.79,0.065,0.065,,2.83,11100,4865,14696,1.030742239,1136670,94,61402,61906,67479,73582,78928,152782,126087,158264,86932,75874,105298,57839,30297,40.8,558160,0.0045,0.044850308,,,,,,,,,,,,,,,,,,,,,96.82912807,0,0.035560013,0.895712036,3.849275515,17.18039976,25.97209832,12.62102281,1.996488867,1.574661071,13.16900948,1.3033387,4.091300026,2.832781722,0.697389744,6.246394292,0.650278445,2.05530453,0.870174281,0.787938452,,1,0,0.000367245,0.00925044,0.039753281,0.177430078,0.268226089,0.130343246,0.020618681,0.016262266,0.136002562,0.013460192,0.042252782,0.029255471,0.007202272,0.064509455,0.006715732,0.021226098,0.0089867,0.008137411,,254,0,0,1,1,,,107.94,127.67,102.46,95.1
"Burlington, NC",NC,36.0956918,-79.4377991,15,4723,0,0.0475,952,404,401.9579208,0.186,49163,0.194,0.185,,,,,,,,,,,0,0,0,0,9.15,9.06,0.03,0.03,,1.91,23500,4154,12154,1.02094052,157844,90.7,9227,9836,10531,11678,10129,18992,19125,22560,10378,9788,14392,7604,3604,39.7,80614,0.0154,0.029921948,,,,,,,,,,,,,,,,,,,,,55.25251514,0,0,0,0,20.1617293,5.844770786,12.16160259,1.088999265,0.652194572,2.206995515,1.438369529,1.177422012,1.225349079,1.103348876,6.063626112,0.1764527,1.349864423,0.601790375,0,,1,0,0,0,0,0.364901566,0.105782891,0.220109484,0.019709497,0.011803889,0.039943802,0.026032653,0.021309836,0.022177254,0.019969206,0.109743893,0.003193569,0.024430823,0.010891638,,,26,0,0,0,0,,,,,,
"Burlington South Burlington, VT",VT,44.4758825,-73.212072,0,12368,0,0.06,2542,1444,151.2430748,0.205,63111,0.362,0.116,78.7,35.51,75.6,81.84,5.17,111.96,184.41,41.76,5.17,5652.5,0,11159,2.3,23644,14.57,,0.06,0.085,120.7,2.02,17600,4594,13044,1.029945857,216751,96.8,10928,11610,11731,17158,20991,28799,25587,30220,15758,13750,17845,8292,4082,37.7,125685,0.0097,0.057060867,,,,,,,,,,,,,,,,,,,,,106.9855456,0.082264903,0.135976305,0,7.245064613,21.41996577,28.0663757,16.07218421,1.61206638,4.063865911,5.010408256,2.59268008,5.345364035,0.843516293,0.88445728,9.260054164,0.646059303,2.34917486,0.999178781,0.35688878,,1,0.000768935,0.001270978,0,0.067720032,0.200213642,0.262338015,0.150227623,0.015068076,0.037985187,0.046832572,0.024233929,0.049963423,0.007884395,0.008267073,0.086554255,0.006038753,0.021957871,0.009339381,0.00333586,,367,0,0,0,1,1,47.94,88.32,102.21,168.79,70.68
"Canton Massillon, OH",OH,40.7989473,-81.378447,0,14901,0,0.0575,1271,885,451.8949153,0.191,48435,0.182,0.148,92.59,66.18,,,43.1,209.74,,25.87,1.69,975.33,0,0,0,0,9.71,6.19,,,,1.45,9500,4626,13554,1.027498414,402098,94.7,22343,23328,25799,26267,25369,46034,46052,54990,30005,28590,40835,21934,10552,42.1,199771,0.0135,0.03705813,,,,,,,,,,,,,,,,,,,,,95.14497958,0.015051057,0.108488478,0,3.338056892,35.23097603,18.93480445,16.26858875,1.335532631,1.13134609,4.695116613,1.018709369,1.478572388,1.570704157,0.476692249,6.088533144,0.319424618,1.755778442,1.056282299,0.322321922,,1,0.000158191,0.001140244,0,0.035083899,0.370287284,0.199010022,0.170987359,0.014036817,0.01189076,0.049346972,0.010706917,0.015540204,0.016508534,0.005010167,0.063992164,0.003357241,0.018453716,0.011101819,0.003387692,,121,0,0,0,0,,,90.54,106.64,76.45,117.92
"Cape Coral Fort Myers, FL",FL,26.5628537,-81.9495331,63,24234,0,0.06,1232,1197,617.5639098,0.151,58769,0.206,0.171,,,,,,,,,,,0,0,0,0,10.65,,0.055,0.087,,1.66,7000,3975,11692,1.05657413,700165,95.9,33694,35098,37361,36627,35816,75413,73365,85915,47388,50622,106205,60133,22528,47.8,341552,0.0102,0.034611841,,,,,,,,,,,,,,,,,,,,,46.68987453,0.032033878,0.035463069,0,3.87069048,1.23103697,4.658443367,14.21002192,0.889021873,1.351541422,1.986191826,1.949190548,4.199173052,3.298756722,0.416791756,4.951395742,0.702944306,1.846090564,0.760500739,0.30058629,,1,0.000686099,0.000759545,0,0.082902139,0.026366251,0.099774168,0.304349114,0.019040999,0.028947206,0.042540098,0.041747607,0.089937553,0.070652508,0.008926813,0.106048598,0.015055605,0.03953942,0.016288344,0.006437933,,85,0,0,0,0,1,84.61,91.87,81.41,91.52,126.34
"Cape Girardeau, MO IL",IL,37.3058839,-89.5181476,1,3736,0,0.0625,2087,1386,69.82828283,0.206,44266,0.216,0.171,,,,,,,,,,,0,0,0,0,9.33,7.8,0.095,0.095,,2.23,12960,4523,13425,1.029262684,97136,94.9,5618,6501,5536,6900,9183,11892,10840,12084,6620,6071,8890,4957,2044,37.6,48602,0.0051,0.038461538,,,,,,,,,,,,,,,,,,,,,104.2684175,0,0,0,6.210056004,38.38610814,16.63853772,17.08294556,2.89948114,1.83897834,1.70403352,1.046347389,1.366836188,1.454455609,0.166848542,12.16123785,0.201552463,2.391657058,0.719341954,0,0,1,0,0,0,0.059558361,0.368147029,0.159574089,0.163836241,0.027807856,0.017636964,0.016342758,0.010035133,0.013108823,0.013949148,0.001600183,0.116633954,0.001933015,0.022937502,0.006898944,,0,2,0,0,0,1,1,0.73,,,,
